Passager_ID,Date_Heure_Debut_Parcours,Vol,Siege,Porte,Aeroport_Depart,Aeroport_Arrivee,Heure_Decollage,Heure_Atterrissage,Entree_Terminal,Enregistrement,Controle_Securite,Controle_Passeport,Duty_Free,Porte_Embarquement,Recuperation_Bagages,Sortie_Aeroport
P00925,2025-01-18 15:23:00,104m,5B,F22,NCE,LYS,2025-01-18 17:38:51.251942,2025-01-18 19:22:42.789408,6m,12m,22m,6m,24m,39m,21m,10m
P00926,2025-01-01 02:31:00,117m,25E,F4,NCE,ORY,2025-01-01 05:10:29.998399,2025-01-01 07:07:30.672733,14m,11m,24m,5m,29m,59m,18m,10m
P00927,2025-01-04 02:00:00,542m,21A,C7,NCE,FCO,2025-01-04 04:58:26.566660,2025-01-04 14:00:37.872834,4m,16m,48m,16m,15m,31m,14m,10m
P00928,2025-01-21 01:01:00,505m,6D,D1,BOD,FCO,2025-01-21 03:09:18.565175,2025-01-21 11:34:18.131027,4m,19m,19m,10m,12m,19m,30m,6m
P00929,2025-01-18 04:21:00,541m,16C,A13,NCE,DXB,2025-01-18 06:23:34.377822,2025-01-18 15:24:52.002098,5m,8m,16m,8m,29m,28m,23m,5m
P00930,2025-01-03 11:25:00,,7D,E8,CDG,MAD,2025-01-03 14:09:23.428014,2025-01-03 19:49:29.331747,11m,20m,IN (13m),,,,,
P00931,2025-01-20 09:10:00,291m,14F,H17,ORY,FRA,2025-01-20 11:47:52.987320,2025-01-20 16:38:49.161053,5m,27m,21m,13m,32m,23m,20m,11m
P00932,2025-01-17 11:23:00,95m,25B,G5,ORY,BOD,2025-01-17 13:35:27.994124,2025-01-17 15:10:40.568671,5m,14m,42m,4m,19m,34m,15m,18m
P00933,2025-01-15 12:37:00,588m,16F,H30,CDG,AMS,2025-01-15 14:31:10.522673,2025-01-16 00:19:08.082616,9m,15m,18m,16m,22m,19m,37m,8m
P00934,2025-01-15 07:36:00,95m,10C,F16,CDG,ORY,2025-01-15 10:07:35.545342,2025-01-15 11:42:57.910971,10m,22m,24m,4m,14m,50m,37m,9m
P00935,2025-01-20 19:33:00,396m,24A,H9,CDG,MAD,2025-01-20 22:51:12.507668,2025-01-21 05:26:50.993307,6m,15m,20m,33m,31m,47m,36m,13m
P00936,2025-01-23 21:57:00,553m,1C,C27,BOD,AMS,2025-01-23 23:59:32.171235,2025-01-24 09:12:13.216823,7m,15m,15m,13m,16m,26m,18m,18m
P00937,2025-01-17 09:04:00,471m,31B,C14,BOD,JFK,2025-01-17 11:31:37.946254,2025-01-17 19:22:51.105627,9m,22m,25m,12m,18m,27m,45m,13m
P00938,2025-01-01 05:27:00,348m,33B,E2,NCE,DXB,2025-01-01 07:36:45.848879,2025-01-01 13:24:48.835602,4m,13m,34m,7m,18m,17m,26m,6m
P00939,2025-01-25 10:28:00,439m,10A,A14,NCE,LHR,2025-01-25 13:18:50.373632,2025-01-25 20:37:52.870101,13m,27m,32m,35m,23m,27m,24m,10m
P00940,2025-01-28 07:18:00,56m,4A,F12,ORY,BOD,2025-01-28 09:48:14.793288,2025-01-28 10:44:00.958046,5m,13m,38m,6m,26m,36m,23m,17m
P00941,2025-01-24 14:29:00,85m,19C,D22,NCE,LYS,2025-01-24 16:23:25.675459,2025-01-24 17:48:54.133031,6m,9m,21m,4m,19m,16m,15m,6m
P00942,2025-01-18 21:10:00,117m,7E,H15,NCE,LYS,2025-01-18 23:34:22.661931,2025-01-19 01:31:18.591348,4m,13m,32m,4m,21m,37m,14m,6m
P00943,2025-01-27 13:08:00,IN (203m),14C,G23,BOD,LHR,2025-01-27 15:40:50.818204,2025-01-27 23:25:01.987545,7m,28m,13m,20m,20m,23m,,
P00944,2025-01-21 09:53:00,696m,15C,E24,BOD,DXB,2025-01-21 12:36:58.511749,2025-01-22 00:13:19.532993,7m,20m,27m,15m,27m,28m,34m,13m
P00945,2025-01-26 18:09:00,67m,3C,B29,ORY,NCE,2025-01-26 20:17:01.730163,2025-01-26 21:23:58.709851,7m,24m,23m,9m,24m,29m,24m,15m
P00946,2025-01-18 13:19:00,362m,4A,E16,ORY,LHR,2025-01-18 15:50:17.367832,2025-01-18 21:51:52.685964,12m,17m,16m,17m,14m,26m,25m,8m
P00947,2025-01-16 00:33:00,594m,27D,H12,NCE,DXB,2025-01-16 02:35:21.976757,2025-01-16 12:29:20.297376,5m,15m,14m,17m,19m,19m,41m,8m
P00948,2025-01-11 10:01:00,56m,28A,H22,NCE,ORY,2025-01-11 11:19:37.399008,2025-01-11 12:15:18.384956,4m,9m,18m,3m,16m,18m,14m,7m
P00949,2025-01-24 15:16:00,79m,9D,E30,CDG,BOD,2025-01-24 17:19:11.566953,2025-01-24 18:38:28.676425,6m,16m,33m,4m,25m,15m,IN (12m),
P00950,2025-01-24 05:32:00,64m,17E,D10,LYS,CDG,2025-01-24 07:00:09.820209,2025-01-24 08:04:03.784427,6m,7m,16m,3m,6m,20m,15m,7m
P00951,2025-01-17 12:21:00,IN (16m),6E,A23,NCE,LYS,2025-01-17 15:13:11.697405,2025-01-17 16:20:27.264328,3m,26m,37m,5m,12m,40m,,
P00952,2025-01-27 19:02:00,496m,9E,E21,LYS,LHR,2025-01-27 21:45:40.319768,2025-01-28 06:01:10.797359,6m,17m,28m,16m,29m,33m,24m,11m
P00953,2025-01-05 20:51:00,,16D,H23,NCE,BOD,2025-01-05 23:39:45.289805,2025-01-06 01:26:39.095747,IN (2m),,,,,,,
P00954,2025-01-25 15:18:00,571m,15B,B5,BOD,FCO,2025-01-25 18:39:39.699359,2025-01-26 04:10:41.156043,12m,34m,24m,10m,57m,32m,29m,14m
P00955,2025-01-08 03:19:00,80m,36E,A14,LYS,CDG,2025-01-08 06:01:21.909105,2025-01-08 07:20:55.610654,15m,17m,19m,3m,39m,36m,11m,6m
P00956,2025-01-28 00:44:00,391m,34F,D9,NCE,AMS,2025-01-28 02:57:05.924864,2025-01-28 09:28:11.427891,5m,23m,23m,19m,20m,27m,31m,15m
P00957,2025-01-03 11:16:00,466m,2F,D5,ORY,FCO,2025-01-03 13:27:27.076945,2025-01-03 21:13:33.585675,6m,15m,13m,7m,15m,28m,18m,7m
P00958,2025-01-21 07:03:00,337m,18E,H18,CDG,MAD,2025-01-21 09:52:56.145429,2025-01-21 15:29:56.438414,11m,19m,11m,15m,28m,41m,32m,14m
P00959,2025-01-24 16:34:00,530m,5D,A17,LYS,FRA,2025-01-24 18:46:12.060252,2025-01-25 03:35:57.593894,6m,11m,9m,21m,21m,39m,36m,7m
P00960,2025-01-06 19:06:00,289m,28E,F25,CDG,FCO,2025-01-06 22:26:35.310772,2025-01-07 03:15:16.870333,14m,42m,41m,13m,16m,64m,74m,15m
P00961,2025-01-14 08:07:00,102m,20C,A3,NCE,LYS,2025-01-14 10:11:08.635568,2025-01-14 11:53:11.697516,6m,25m,13m,6m,32m,25m,23m,9m
P00962,2025-01-07 07:57:00,389m,8D,H27,CDG,LHR,2025-01-07 10:36:01.919525,2025-01-07 17:05:30.516397,7m,28m,29m,17m,25m,25m,37m,9m
P00963,2025-01-30 21:12:00,557m,26F,H21,ORY,JFK,2025-01-30 23:32:54.847001,2025-01-31 08:50:22.236949,9m,25m,26m,13m,19m,37m,31m,19m
P00964,2025-01-22 02:21:00,,34F,G15,NCE,LYS,2025-01-22 04:21:08.541180,2025-01-22 05:37:35.436079,7m,13m,17m,7m,IN (5m),,,
P00965,2025-01-27 05:06:00,622m,12A,A24,CDG,FRA,2025-01-27 07:31:55.288664,2025-01-27 17:53:38.516781,6m,15m,21m,13m,21m,25m,31m,19m
P00966,2025-01-20 08:55:00,552m,5A,A28,ORY,FCO,2025-01-20 11:49:14.107287,2025-01-20 21:01:32.405851,7m,16m,24m,28m,30m,21m,28m,14m
P00967,2025-01-01 10:46:00,678m,38B,B26,BOD,MAD,2025-01-01 13:04:10.779007,2025-01-02 00:21:46.068996,7m,10m,23m,7m,29m,29m,35m,7m
P00968,2025-01-25 10:48:00,,9F,G13,BOD,MAD,2025-01-25 13:27:08.460212,2025-01-25 18:20:07.962322,12m,13m,23m,8m,IN (20m),,,
P00969,2025-01-20 01:17:00,120m,30D,G8,CDG,NCE,2025-01-20 03:14:30.303173,2025-01-20 05:14:14.859913,7m,18m,20m,4m,23m,29m,22m,8m
P00970,2025-01-30 06:14:00,231m,18C,D23,BOD,MAD,2025-01-30 09:15:27.968535,2025-01-30 13:06:45.107733,10m,41m,42m,22m,18m,25m,45m,15m
P00971,2025-01-05 16:51:00,333m,13F,A15,BOD,AMS,2025-01-05 18:50:54.998051,2025-01-06 00:23:33.359545,5m,19m,13m,17m,24m,28m,35m,8m
P00972,2025-01-11 04:44:00,,26D,D29,BOD,FCO,2025-01-11 07:28:59.527136,2025-01-11 18:02:00.109731,7m,13m,8m,10m,47m,IN (13m),,
P00973,2025-01-28 12:23:00,542m,29B,D9,NCE,DXB,2025-01-28 14:57:19.290605,2025-01-28 23:59:22.083954,7m,14m,15m,11m,37m,38m,22m,5m
P00974,2025-01-24 05:43:00,81m,30A,B28,NCE,CDG,2025-01-24 07:32:05.758712,2025-01-24 08:53:00.194674,4m,18m,15m,7m,17m,21m,15m,11m
P00975,2025-01-26 20:44:00,388m,15E,C4,NCE,MAD,2025-01-26 23:47:50.528061,2025-01-27 06:15:39.301575,6m,39m,29m,16m,46m,30m,37m,7m
P00976,2025-01-21 04:51:00,96m,8E,B3,NCE,LYS,2025-01-21 06:30:36.956305,2025-01-21 08:06:21.803527,6m,11m,19m,9m,17m,29m,16m,8m
P00977,2025-01-21 17:50:00,401m,25C,E8,CDG,MAD,2025-01-21 21:18:37.181694,2025-01-22 03:59:18.623953,10m,31m,16m,22m,21m,73m,51m,10m
P00978,2025-01-12 00:12:00,,18B,D7,BOD,MAD,2025-01-12 02:26:51.809162,2025-01-12 06:13:39.977144,IN (4m),,,,,,,
P00979,2025-01-05 21:43:00,342m,6A,B27,LYS,AMS,2025-01-05 23:35:41.504282,2025-01-06 05:17:39.210560,6m,19m,19m,10m,13m,22m,27m,5m
P00980,2025-01-17 05:26:00,373m,3E,A14,NCE,FCO,2025-01-17 07:56:07.807350,2025-01-17 14:09:01.634684,8m,33m,39m,15m,19m,19m,26m,7m
P00981,2025-01-06 04:03:00,,15F,B18,NCE,AMS,2025-01-06 06:18:32.700752,2025-01-06 12:04:24.458778,6m,IN (10m),,,,,,
P00982,2025-01-07 18:14:00,343m,9A,D3,LYS,LHR,2025-01-07 21:29:05.443924,2025-01-08 03:11:42.058767,13m,26m,18m,9m,38m,59m,37m,10m
P00983,2025-01-29 05:54:00,,34B,E7,BOD,AMS,2025-01-29 07:33:48.393467,2025-01-29 15:45:44.067489,6m,21m,18m,10m,17m,IN (9m),,
P00984,2025-01-24 10:48:00,354m,32E,A19,NCE,FCO,2025-01-24 13:07:07.167021,2025-01-24 19:01:01.659944,5m,24m,26m,10m,13m,23m,49m,10m
P00985,2025-01-22 05:01:00,465m,15E,E3,BOD,DXB,2025-01-22 07:35:53.295306,2025-01-22 15:20:49.378016,5m,12m,42m,23m,21m,34m,35m,6m
P00986,2025-01-01 10:07:00,475m,32C,D4,LYS,JFK,2025-01-01 13:10:37.971704,2025-01-01 21:06:00.454556,3m,51m,31m,12m,15m,37m,30m,10m
P00987,2025-01-05 11:39:00,72m,39C,D7,LYS,BOD,2025-01-05 13:38:23.509038,2025-01-05 14:50:21.457885,6m,10m,18m,6m,18m,14m,19m,8m
P00988,2025-01-15 07:18:00,355m,11E,F4,CDG,JFK,2025-01-15 10:19:14.861574,2025-01-15 16:13:57.760669,11m,19m,45m,20m,26m,41m,18m,9m
P00989,2025-01-17 03:37:00,,18C,D29,BOD,AMS,2025-01-17 05:54:51.778624,2025-01-17 11:55:24.530298,5m,24m,26m,IN (6m),,,,
P00990,2025-01-18 13:40:00,510m,20F,F28,LYS,FRA,2025-01-18 16:11:30.569721,2025-01-19 00:41:15.090478,8m,11m,24m,8m,20m,46m,15m,11m
P00991,2025-01-24 08:10:00,371m,17C,H5,NCE,AMS,2025-01-24 10:12:43.545674,2025-01-24 16:23:24.379147,8m,8m,17m,15m,20m,19m,38m,9m
P00992,2025-01-26 12:42:00,247m,8A,D29,LYS,JFK,2025-01-26 14:53:53.454892,2025-01-26 19:01:19.231650,6m,18m,26m,19m,13m,31m,28m,14m
P00993,2025-01-05 16:01:00,529m,29B,D11,ORY,AMS,2025-01-05 18:50:57.696142,2025-01-06 03:39:39.029594,6m,17m,17m,23m,23m,38m,26m,7m
P00994,2025-01-27 04:02:00,317m,25F,A23,CDG,AMS,2025-01-27 06:19:39.100106,2025-01-27 11:37:08.406894,12m,13m,17m,9m,18m,23m,23m,10m
P00995,2025-01-14 08:52:00,413m,7C,A26,BOD,FCO,2025-01-14 11:46:42.217652,2025-01-14 18:39:34.551532,7m,20m,24m,26m,19m,38m,40m,12m
P00996,2025-01-29 03:14:00,535m,4C,C1,NCE,DXB,2025-01-29 05:13:39.867097,2025-01-29 14:08:20.390596,6m,15m,10m,6m,35m,21m,16m,6m
P00997,2025-01-03 13:57:00,476m,17A,B17,NCE,DXB,2025-01-03 15:55:58.304691,2025-01-03 23:51:50.219739,12m,12m,15m,12m,24m,26m,31m,9m
P00998,2025-01-03 03:05:00,61m,30F,E9,ORY,CDG,2025-01-03 05:07:24.417323,2025-01-03 06:08:47.535199,6m,8m,25m,5m,27m,21m,20m,14m
P00999,2025-01-13 19:50:00,,37B,H29,BOD,JFK,2025-01-13 22:28:31.132561,2025-01-14 05:54:36.105924,10m,16m,19m,16m,IN (14m),,,
P01000,2025-01-28 20:14:00,431m,14B,F2,LYS,DXB,2025-01-28 23:34:23.104023,2025-01-29 06:45:01.633351,5m,49m,27m,23m,21m,41m,51m,10m
P01001,2025-01-01 11:09:00,141m,32C,G12,CDG,BOD,2025-01-01 12:54:16.783513,2025-01-01 15:15:38.321680,5m,13m,20m,6m,25m,23m,21m,6m
P01002,2025-01-12 08:50:00,484m,36D,G24,LYS,AMS,2025-01-12 12:50:25.111932,2025-01-12 20:54:47.032438,8m,51m,34m,29m,37m,62m,48m,18m
P01003,2025-01-25 18:21:00,95m,15F,E11,CDG,BOD,2025-01-25 21:04:02.351609,2025-01-25 22:38:53.282317,12m,13m,38m,6m,25m,48m,29m,16m
P01004,2025-01-16 02:40:00,94m,18D,C2,CDG,NCE,2025-01-16 04:48:50.659349,2025-01-16 06:23:14.981714,4m,12m,13m,4m,36m,39m,18m,6m
P01005,2025-01-26 05:28:00,68m,7E,D4,ORY,CDG,2025-01-26 07:51:56.492362,2025-01-26 09:00:01.716868,4m,17m,25m,5m,42m,32m,22m,8m
P01006,2025-01-24 08:13:00,379m,14F,C2,BOD,DXB,2025-01-24 10:32:17.530195,2025-01-24 16:51:13.329156,8m,13m,24m,14m,27m,35m,32m,11m
P01007,2025-01-12 13:07:00,666m,22E,E24,LYS,AMS,2025-01-12 15:32:30.423742,2025-01-13 02:38:59.609150,8m,24m,32m,9m,24m,26m,17m,6m
P01008,2025-01-23 11:06:00,459m,11E,E11,NCE,LHR,2025-01-23 13:32:37.057464,2025-01-23 21:11:41.214363,5m,16m,26m,17m,31m,29m,38m,7m
P01009,2025-01-30 04:08:00,95m,11B,A20,BOD,NCE,2025-01-30 06:16:10.706825,2025-01-30 07:50:42.038498,4m,23m,13m,2m,19m,26m,34m,6m
P01010,2025-01-11 08:51:00,IN (216m),40D,B1,NCE,DXB,2025-01-11 11:24:27.213208,2025-01-11 18:22:48.266847,8m,39m,18m,12m,21m,30m,,
P01011,2025-01-23 18:22:00,352m,13F,B25,CDG,MAD,2025-01-23 21:33:33.826372,2025-01-24 03:25:39.976619,9m,20m,46m,21m,28m,43m,81m,7m
P01012,2025-01-16 03:29:00,495m,38A,A16,CDG,JFK,2025-01-16 05:18:50.401949,2025-01-16 13:33:37.257495,8m,15m,26m,12m,14m,18m,37m,9m
P01013,2025-01-19 05:08:00,488m,27B,B3,LYS,MAD,2025-01-19 06:51:37.307516,2025-01-19 14:59:55.285255,12m,12m,17m,14m,23m,14m,34m,4m
P01014,2025-01-05 03:35:00,53m,19D,G8,ORY,CDG,2025-01-05 05:30:23.013262,2025-01-05 06:23:25.563112,6m,10m,12m,4m,23m,18m,8m,6m
P01015,2025-01-22 20:22:00,91m,8A,F16,CDG,BOD,2025-01-22 22:35:32.043801,2025-01-23 00:06:45.508862,6m,12m,11m,4m,33m,39m,22m,16m
P01016,2025-01-17 17:01:00,602m,11E,D15,ORY,DXB,2025-01-17 19:20:38.544178,2025-01-18 05:22:35.136366,5m,22m,26m,25m,21m,27m,48m,10m
P01017,2025-01-17 08:24:00,379m,18C,B5,BOD,DXB,2025-01-17 11:37:49.840366,2025-01-17 17:56:29.250293,10m,9m,14m,15m,40m,64m,35m,8m
P01018,2025-01-25 14:09:00,IN (32m),15E,B20,CDG,NCE,2025-01-25 16:16:19.292457,2025-01-25 18:23:40.755416,3m,11m,19m,2m,22m,32m,,
P01019,2025-01-11 01:07:00,378m,25C,E24,BOD,AMS,2025-01-11 03:09:12.530539,2025-01-11 09:26:59.684338,5m,18m,21m,13m,30m,16m,45m,4m
P01020,2025-01-04 15:17:00,IN (141m),15A,D1,BOD,DXB,2025-01-04 17:39:35.837241,2025-01-04 23:39:25.409201,7m,13m,21m,14m,35m,29m,,
P01021,2025-01-25 02:38:00,,25E,C29,ORY,LYS,2025-01-25 05:08:35.201036,2025-01-25 06:16:52.453843,IN (3m),,,,,,,
P01022,2025-01-22 10:04:00,286m,6A,D25,BOD,FCO,2025-01-22 12:36:23.465123,2025-01-22 17:22:39.331854,4m,11m,19m,10m,14m,47m,59m,9m
P01023,2025-01-03 05:34:00,676m,27C,D20,LYS,FCO,2025-01-03 08:52:08.865574,2025-01-03 20:08:26.508549,4m,27m,16m,21m,34m,62m,55m,8m
P01024,2025-01-18 00:25:00,403m,28C,C5,CDG,LHR,2025-01-18 02:33:36.514882,2025-01-18 09:16:27.636757,7m,12m,16m,11m,16m,36m,41m,8m
P01025,2025-01-24 08:21:00,,39D,E22,LYS,FRA,2025-01-24 10:36:16.917365,2025-01-24 16:24:20.351350,6m,IN (9m),,,,,,
P01026,2025-01-11 11:30:00,488m,33F,F3,BOD,JFK,2025-01-11 13:51:58.916631,2025-01-11 22:00:28.689092,12m,15m,19m,13m,24m,30m,22m,11m
P01027,2025-01-18 18:50:00,412m,31B,F30,LYS,JFK,2025-01-18 21:56:22.130925,2025-01-19 04:48:23.717024,8m,37m,32m,23m,35m,13m,28m,9m
P01028,2025-01-26 00:17:00,399m,3A,B23,BOD,AMS,2025-01-26 02:55:50.735028,2025-01-26 09:35:06.664269,7m,17m,20m,14m,27m,50m,27m,8m
P01029,2025-01-05 02:39:00,435m,31B,A8,NCE,AMS,2025-01-05 05:07:50.896118,2025-01-05 12:22:32.287106,11m,23m,22m,19m,12m,26m,37m,5m
P01030,2025-01-10 15:00:00,109m,9D,H12,CDG,LYS,2025-01-10 16:55:44.599195,2025-01-10 18:44:38.367691,6m,16m,19m,4m,26m,32m,40m,10m
P01031,2025-01-22 14:40:00,94m,29E,H12,CDG,NCE,2025-01-22 17:01:25.629614,2025-01-22 18:34:59.739553,8m,12m,21m,5m,25m,34m,26m,11m
P01032,2025-01-23 13:16:00,434m,12E,B25,NCE,JFK,2025-01-23 16:03:21.970927,2025-01-23 23:17:12.808546,9m,27m,18m,17m,32m,23m,34m,6m
P01033,2025-01-25 14:58:00,,26F,F6,CDG,FRA,2025-01-25 17:33:22.539679,2025-01-26 02:18:30.625545,IN (3m),,,,,,,
P01034,2025-01-29 09:30:00,152m,3A,D26,BOD,LYS,2025-01-29 11:51:24.670674,2025-01-29 14:23:06.705830,9m,10m,30m,5m,20m,29m,16m,10m
P01035,2025-01-06 19:01:00,60m,29F,F15,LYS,BOD,2025-01-06 21:26:32.164415,2025-01-06 22:26:37.092728,6m,16m,16m,6m,29m,46m,23m,7m
P01036,2025-01-27 04:59:00,67m,10C,E17,ORY,NCE,2025-01-27 06:53:52.171762,2025-01-27 08:01:03.237706,6m,11m,15m,4m,12m,30m,14m,6m
P01037,2025-01-23 08:02:00,71m,14A,C21,ORY,NCE,2025-01-23 10:06:24.090404,2025-01-23 11:17:24.526070,9m,20m,19m,4m,24m,18m,36m,6m
P01038,2025-01-09 11:53:00,605m,21F,G1,CDG,AMS,2025-01-09 13:48:54.365615,2025-01-09 23:53:34.284226,8m,16m,25m,10m,19m,22m,27m,7m
P01039,2025-01-09 21:59:00,312m,4D,F11,BOD,MAD,2025-01-09 23:44:42.339419,2025-01-10 04:56:17.671354,3m,12m,13m,12m,14m,22m,25m,6m
P01040,2025-01-08 14:49:00,395m,23B,G22,NCE,JFK,2025-01-08 16:57:21.484423,2025-01-08 23:32:12.462632,7m,26m,17m,10m,29m,28m,56m,10m
P01041,2025-01-21 09:07:00,454m,7B,E1,BOD,LHR,2025-01-21 11:53:33.169532,2025-01-21 19:27:19.605126,11m,25m,33m,13m,48m,22m,24m,10m
P01042,2025-01-25 20:19:00,73m,28B,D16,LYS,CDG,2025-01-25 22:54:35.991247,2025-01-26 00:07:55.817957,9m,19m,43m,5m,24m,31m,44m,7m
P01043,2025-01-10 07:47:00,94m,1D,A6,BOD,ORY,2025-01-10 09:43:43.463165,2025-01-10 11:17:57.324350,9m,16m,16m,5m,28m,25m,34m,9m
P01044,2025-01-01 19:09:00,,10F,H1,LYS,LHR,2025-01-01 21:18:48.749814,2025-01-02 02:48:03.038948,6m,19m,22m,14m,IN (7m),,,
P01045,2025-01-02 21:34:00,566m,37E,A18,LYS,MAD,2025-01-02 23:16:51.542926,2025-01-03 08:42:26.505179,7m,9m,25m,9m,13m,15m,23m,10m
P01046,2025-01-19 20:04:00,66m,37D,A4,BOD,LYS,2025-01-19 22:17:17.551062,2025-01-19 23:23:18.095961,8m,20m,41m,6m,20m,17m,16m,9m
P01047,2025-01-03 11:33:00,55m,24F,F15,BOD,LYS,2025-01-03 12:53:53.499448,2025-01-03 13:48:24.980917,5m,11m,15m,3m,20m,16m,11m,7m
P01048,2025-01-13 20:03:00,394m,3B,D11,LYS,FCO,2025-01-13 23:39:31.127389,2025-01-14 06:13:01.983579,11m,25m,41m,30m,22m,58m,55m,14m
P01049,2025-01-25 05:20:00,467m,6B,C5,LYS,DXB,2025-01-25 08:07:00.286387,2025-01-25 15:54:22.465216,8m,20m,22m,18m,32m,36m,34m,IN (1m)
P01050,2025-01-07 01:37:00,,14A,F29,CDG,LHR,2025-01-07 03:45:11.965746,2025-01-07 11:20:18.911146,4m,21m,15m,6m,23m,IN (8m),,
P01051,2025-01-10 16:15:00,403m,24C,H5,NCE,MAD,2025-01-10 18:25:09.325199,2025-01-11 01:07:57.330380,5m,26m,19m,8m,14m,35m,26m,12m
P01052,2025-01-22 02:29:00,96m,30E,B3,NCE,BOD,2025-01-22 04:51:22.210144,2025-01-22 06:27:10.668743,7m,14m,13m,5m,26m,38m,22m,4m
P01053,2025-01-03 12:50:00,359m,31B,G5,CDG,FRA,2025-01-03 14:55:17.055489,2025-01-03 20:54:44.865626,2m,14m,7m,11m,20m,33m,26m,9m
P01054,2025-01-21 08:57:00,93m,15F,H4,NCE,CDG,2025-01-21 10:57:27.444953,2025-01-21 12:30:13.430414,8m,12m,18m,5m,17m,42m,17m,11m
P01055,2025-01-29 16:42:00,,7F,G13,BOD,FRA,2025-01-29 18:13:30.766010,2025-01-30 02:21:44.770027,10m,8m,16m,8m,IN (9m),,,
P01056,2025-01-01 01:38:00,86m,6F,H2,BOD,NCE,2025-01-01 03:56:02.467581,2025-01-01 05:21:41.145014,3m,15m,17m,4m,33m,17m,25m,9m
P01057,2025-01-17 02:19:00,291m,34D,G5,LYS,FRA,2025-01-17 04:24:07.587955,2025-01-17 09:14:58.787895,5m,21m,24m,21m,18m,19m,61m,10m
P01058,2025-01-08 10:15:00,,34D,E23,ORY,AMS,2025-01-08 12:24:12.690868,2025-01-08 21:01:10.280856,4m,19m,32m,15m,IN (13m),,,
P01059,2025-01-26 12:23:00,102m,18C,E12,ORY,BOD,2025-01-26 14:21:18.444130,2025-01-26 16:02:53.495490,5m,15m,14m,3m,26m,24m,16m,8m
P01060,2025-01-09 15:27:00,430m,1E,C17,ORY,MAD,2025-01-09 18:19:38.267951,2025-01-10 01:30:04.554422,10m,18m,28m,17m,22m,30m,24m,7m
P01061,2025-01-10 00:09:00,460m,3F,D24,NCE,JFK,2025-01-10 02:39:23.771623,2025-01-10 10:19:35.658401,3m,21m,30m,19m,21m,12m,32m,12m
P01062,2025-01-12 11:01:00,70m,22C,B14,NCE,ORY,2025-01-12 12:40:38.254071,2025-01-12 13:50:59.562451,7m,13m,17m,3m,9m,20m,25m,6m
P01063,2025-01-14 02:43:00,108m,20C,B7,CDG,BOD,2025-01-14 04:40:49.147730,2025-01-14 06:28:50.309772,4m,10m,15m,3m,12m,31m,15m,7m
P01064,2025-01-03 13:57:00,351m,25F,F18,ORY,FRA,2025-01-03 16:47:22.857671,2025-01-03 22:37:55.324385,6m,32m,25m,26m,31m,30m,24m,11m
P01065,2025-01-12 19:20:00,382m,15A,E24,ORY,AMS,2025-01-12 22:50:53.370228,2025-01-13 05:12:41.623407,13m,24m,29m,35m,27m,51m,23m,8m
P01066,2025-01-05 17:00:00,402m,5F,F18,CDG,DXB,2025-01-05 19:22:23.315156,2025-01-06 02:04:07.309113,10m,23m,22m,19m,26m,27m,62m,17m
P01067,2025-01-20 13:06:00,441m,20C,A12,BOD,FRA,2025-01-20 15:03:33.652298,2025-01-20 22:24:21.523057,8m,14m,18m,15m,14m,20m,IN (30m),
P01068,2025-01-27 08:16:00,289m,13B,B5,NCE,DXB,2025-01-27 11:38:42.344084,2025-01-27 16:28:10.472983,6m,20m,31m,18m,48m,33m,64m,7m
P01069,2025-01-19 15:29:00,69m,33A,C19,BOD,NCE,2025-01-19 17:35:50.674364,2025-01-19 18:44:46.973755,5m,20m,33m,4m,11m,21m,37m,9m
P01070,2025-01-06 00:50:00,372m,17E,E17,NCE,AMS,2025-01-06 03:07:11.779198,2025-01-06 09:19:02.297732,5m,15m,28m,21m,10m,30m,17m,6m
P01071,2025-01-19 14:30:00,572m,21B,B19,ORY,FRA,2025-01-19 16:55:33.343844,2025-01-20 02:27:09.173624,8m,25m,20m,9m,23m,32m,24m,7m
P01072,2025-01-14 01:07:00,81m,10D,C16,NCE,CDG,2025-01-14 03:40:38.694287,2025-01-14 05:01:14.083343,7m,11m,26m,4m,15m,47m,14m,5m
P01073,2025-01-06 18:15:00,80m,33F,B3,ORY,BOD,2025-01-06 20:29:28.233372,2025-01-06 21:49:00.023638,7m,12m,20m,5m,18m,29m,12m,10m
P01074,2025-01-23 06:54:00,69m,26B,E18,CDG,NCE,2025-01-23 09:28:20.479377,2025-01-23 10:37:46.302069,12m,14m,29m,7m,37m,36m,46m,8m
P01075,2025-01-21 01:55:00,67m,2F,H22,ORY,NCE,2025-01-21 04:26:12.468490,2025-01-21 05:33:29.499527,4m,26m,32m,5m,14m,23m,19m,9m
P01076,2025-01-12 14:21:00,553m,35D,B25,ORY,LHR,2025-01-12 16:57:50.159389,2025-01-13 02:10:40.228939,8m,24m,28m,18m,38m,31m,36m,4m
P01077,2025-01-20 17:17:00,79m,30F,E19,NCE,LYS,2025-01-20 20:50:14.537118,2025-01-20 22:09:06.787613,5m,12m,81m,8m,30m,37m,13m,9m
P01078,2025-01-23 10:41:00,477m,26B,H22,CDG,JFK,2025-01-23 12:32:41.028398,2025-01-23 20:29:42.814941,9m,18m,12m,11m,17m,22m,IN (17m),
P01079,2025-01-21 09:06:00,281m,4A,E19,CDG,AMS,2025-01-21 12:23:09.472743,2025-01-21 17:04:00.577451,9m,30m,24m,19m,21m,50m,50m,11m
